week,margin_short,margin_long,ratio
2025-05-16,0.0,56.8,
2025-05-23,0.0,53.4,
2025-05-30,0.0,52.5,
2025-06-06,0.0,53.2,
2025-06-13,0.0,56.4,
2025-06-20,0.0,60.6,
2025-07-04,0.0,56.7,
2025-07-11,0.0,55.5,
2025-07-18,0.0,58.2,
2025-07-25,0.0,66.6,
2025-08-01,0.0,63.9,
2025-08-08,0.0,65.2,
2025-08-15,0.0,68.4,
2025-08-22,0.0,68.3,
2025-08-29,0.0,69.5,
2025-09-05,0.0,77.7,
2025-09-12,0.0,72.7,
2025-09-19,0.0,68.6,
2025-09-26,0.0,68.3,
2025-10-03,0.0,67.8,
2025-10-10,0.0,71.6,
2025-10-17,0.0,73.7,
2025-10-24,0.0,74.8,
2025-10-31,0.0,71.9,
2025-11-07,0.0,72.4,
2025-11-14,0.0,72.2,
2025-11-21,0.0,70.8,
2025-11-28,0.0,69.8,
2025-12-05,0.0,72.4,
2025-12-12,0.0,68.3,
2025-12-19,0.0,69.7,
2025-12-26,0.0,67.3,
2026-01-09,0.0,69.9,
2026-01-16,0.0,71.1,
2026-01-23,0.0,71.0,
2026-01-30,0.0,71.3,
2026-02-06,0.0,75.2,
2026-02-13,0.0,76.1,
2026-02-20,0.0,76.6,
2026-02-27,0.0,78.1,
2026-03-06,0.0,82.6,
2026-03-13,0.0,80.4,
2026-03-19,0.0,80.2,
2026-03-20,0.0,80200.0,
2026-03-27,0.0,78.8,
2026-04-03,0.0,78.0,
2026-04-10,0.0,79.5,
2026-04-17,0.0,83.3,
2026-04-24,0.0,85.2,
2026-05-01,0.0,85.8,
2026-05-15,0.0,82.3,
2026-05-22,0.0,86.5,
2026-05-29,0.0,84.3,
2026-07-17,0.0,93.4,
2026-07-24,0.0,91.2,
2026-07-31,0.0,91.9,
